acct_no,equip_status,count_of_latecharge,core_programming,all_star,payment_method,line_of_business,commitment,core_international,tenure,credit_score,trds_mop_equal_2_or_gt_num,tot_amt_now_past_due_amt,bill1,bill2,bill3,bill4,bill5,curr_bal,dish_restart_flag,no_of_receivers,total_devices,total_equip_charge_amt
8255909800716679,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,87,0,                 .91,              153.84,631.59,631.59,631.59,631.59,631.59,175.08,NULL,1.0,1,200.0
8255909800717206,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,423,695,                 .60,               92.04,0.0,0.0,0.0,0.0,0.0,284.92,NULL,1.0,1,400.0
8255909800718253,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,382,655,                 .17,                 .00,0.0,0.0,0.0,0.0,0.0,383.4,NULL,2.0,2,500.0
8255909800718980,RETURNED,6,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, NA,777,575,                 .91,               60.07,458.3,458.3,458.3,458.3,458.3,327.44,NULL,2.0,2,500.0
8255909800718980,UNRESOLVED,6,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, NA,777,575,                 .91,               60.07,458.3,458.3,458.3,458.3,458.3,327.44,NULL,2.0,2,370.0
8255909800719087,RETURNED,0,AT 120,1_Star,Standard Billing,Video Only,0, NA,138,0,                 .79,              136.50,530.66,530.66,530.66,530.66,530.66,81.84,NULL,2.0,2,500.0
8255909800719426,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,419,665,                1.12,               15.19,834.72,834.72,834.72,834.72,834.72,385.06,NULL,2.0,2,500.0
8255909800720234,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,390,0,NULL,NULL,290.28,290.28,290.28,290.28,290.28,153.5,NULL,2.0,2,800.0
8255909800721588,RETURNED,2,Smart Pack,3_Star,Standard Billing,Video Only,0, NA,903,675,                 .45,               19.04,0.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,1,400.0
8255909800722719,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,363,565,                 .79,              219.48,455.01,455.01,455.01,455.01,455.01,250.38,NULL,4.0,4,700.0
8255909800724954,RETURNED,13,OTHER PROGRAMMING,1_Star,Standard Billing,DSL with Video,0, NA,316,625,                1.30,               59.19,1073.8,1073.8,1073.8,1073.8,1073.8,557.12,NULL,6.0,3,600.0
8255909800725134,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,148,565,                 .33,                 .00,970.93,970.93,970.93,970.93,970.93,259.7,NULL,3.0,1,400.0
8255909800726355,RETURNED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,118,0,                 .58,               27.80,578.96,578.96,578.96,578.96,578.96,214.42,NULL,1.0,1,200.0
8255909800730175,RETURNED,2,Latino Dos,2_Star,Standard Billing,Video Only,1, NA,226,695,                 .70,                5.20,0.0,0.0,0.0,0.0,0.0,228.64,NULL,2.0,2,500.0
8255909800730589,RETURNED,0,AT 200,1_Star,Standard Billing,DSL and Telephone with Video,0, NA,259,555,                1.07,               90.73,937.89,937.89,937.89,937.89,937.89,778.9,NULL,4.0,3,600.0
8255909800731314,RETURNED,2,Welcome Pack,2_Star,Standard Billing,DSL with Video,0, NA,937,595,                 .67,               10.80,267.03,267.03,267.03,267.03,267.03,305.78,NULL,3.0,3,600.0
8255909800734896,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,827,0,                 .19,                4.06,166.94,166.94,166.94,166.94,166.94,205.62,NULL,1.0,1,400.0
8255909800735166,RETURNED,1,Latino Plus,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,462,685,                 .00,                 .00,499.47,499.47,499.47,499.47,499.47,337.98,NULL,2.0,2,500.0
8255909800735505,RETURNED,2,Smart Pack,1_Star,Standard Billing,DSL with Video,0, CORE INTERNATIONAL,1059,705,                 .42,               19.77,290.72,290.72,290.72,290.72,290.72,305.2,NULL,2.0,2,500.0
8255909800736735,UNRESOLVED,2,Dish America Silver,1_Star,Standard Billing,Video Only,0, NA,787,545,                 .73,              251.91,527.8,527.8,527.8,527.8,527.8,220.22,NULL,2.0,1,400.0
8255909800736909,UNRESOLVED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,301,545,                 .27,                5.58,791.63,791.63,791.63,791.63,791.63,141.25,NULL,2.0,2,500.0
8255909800738392,UNRESOLVED,1,Latino Dos,1_Star,Standard Billing,Video Only,1, NA,329,615,                 .38,               28.00,874.17,874.17,874.17,874.17,874.17,336.39,NULL,3.0,1,200.0
8255909800740505,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,418,555,                 .55,             3586.18,291.12,291.12,291.12,291.12,291.12,171.94,NULL,1.0,1,400.0
8255909800742659,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,265,615,                1.47,              228.41,1184.33,1184.33,1184.33,1184.33,1184.33,243.23,NULL,4.0,3,600.0
8255909800742725,UNRESOLVED,3,AT 200,1_Star,Standard Billing,Video Only,1, NA,376,545,                 .21,                 .00,660.84,660.84,660.84,660.84,660.84,216.46,NULL,1.0,1,300.0
8255909800745736,UNRESOLVED,3,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,536,615,                2.00,              142.54,584.58,584.58,584.58,584.58,584.58,165.9,NULL,1.0,1,400.0
8255909800747161,UNRESOLVED,1,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,125,565,                 .18,              831.68,988.24,988.24,988.24,988.24,988.24,228.64,NULL,3.0,1,200.0
8255909800747666,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,670,555,                1.17,               97.99,511.63,511.63,511.63,511.63,199.03,131.88,NULL,1.0,1,400.0
8255909800749001,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,116,555,                 .94,               80.88,774.53,774.53,774.53,774.53,774.53,286.53,NULL,1.0,1,200.0
8255909800751270,RETURNED,2,OTHER PROGRAMMING,1_Star,Recurring Credit Card,Video Only,0, NA,1344,575,                 .62,             1761.46,198.68,198.68,198.68,198.68,198.68,188.29,NULL,2.0,2,500.0
8255909800752765,NO CHARGE-SYSTEM WAIVED,5,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,248,0,                 .50,                 .00,673.14,673.14,673.14,673.14,673.14,271.62,NULL,4.0,1,200.0
8255909800752765,RETURNED,5,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,248,0,                 .50,                 .00,673.14,673.14,673.14,673.14,673.14,271.62,NULL,4.0,2,400.0
8255909800752765,UNRESOLVED,5,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,248,0,                 .50,                 .00,673.14,673.14,673.14,673.14,673.14,271.62,NULL,4.0,1,200.0
8255909800752872,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,492,635,                 .38,               18.62,338.32,338.32,338.32,338.32,338.32,209.19,NULL,1.0,1,400.0
8255909800753151,RETURNED,5,Latino Plus,1_Star,Standard Billing,Video Only,0, NA,209,0,                 .89,             1742.00,430.17,430.17,898.4,898.4,898.4,223.22,NULL,2.0,1,400.0
8255909800754159,MANUALLY WAIVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, CORE INTERNATIONAL,817,645,                 .60,               11.04,198.36,198.36,198.36,198.36,198.36,251.46,NULL,1.0,1,220.0
8255909800754159,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, CORE INTERNATIONAL,817,645,                 .60,               11.04,198.36,198.36,198.36,198.36,198.36,251.46,NULL,1.0,2,550.0
8255909800755008,RETURNED,3,AT 250,1_Star,Standard Billing,Video Only,0, NA,360,575,                 .20,                 .00,555.11,555.11,555.11,555.11,555.11,374.49,NULL,3.0,2,500.0
8255909800755248,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,1059,545,                 .34,               18.24,479.32,479.32,479.32,479.32,479.32,22.72,NULL,1.0,1,300.0
8255909800757160,UNRESOLVED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,309,555,                 .76,                 .00,963.92,963.92,963.92,963.92,963.92,24.23,NULL,2.0,2,500.0
8255909800759661,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,436,575,                1.80,                 .00,792.67,792.67,792.67,792.67,792.67,213.8,NULL,2.0,2,500.0
8255909800760826,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,1, NA,827,705,                 .54,                 .00,243.24,243.24,243.24,243.24,243.24,183.34,NULL,1.0,1,300.0
8255909800761683,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,302,635,                 .44,                 .00,822.84,822.84,822.84,822.84,822.84,225.21,NULL,2.0,1,300.0
8255909800762244,UNRESOLVED,0,Welcome Pack,1_Star,Standard Billing,DSL and Telephone with Video,0, NA,297,545,                 .57,               32.80,1440.59,1440.59,1440.59,1440.59,1440.59,699.12,NULL,1.0,1,400.0
8255909800763820,NO CHARGE-SYSTEM WAIVED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,701,0,                 .85,               88.69,649.28,649.28,649.28,649.28,649.28,214.44,NULL,2.0,2,500.0
8255909800763820,UNRESOLVED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,701,0,                 .85,               88.69,649.28,649.28,649.28,649.28,649.28,214.44,NULL,2.0,2,500.0
8255909800764349,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,192,535,                 .48,               58.31,1051.92,1051.92,1051.92,1051.92,1051.92,324.19,NULL,2.0,2,500.0
8255909800768845,UNRESOLVED,2,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,763,0,                 .77,                2.31,670.61,670.61,670.61,670.61,670.61,166.38,NULL,3.0,2,500.0
8255909800770031,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,314,615,                 .00,                 .00,305.14,305.14,305.14,305.14,305.14,176.31,NULL,2.0,2,500.0
8255909800770437,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,541,0,                 .25,               44.14,515.66,515.66,515.66,515.66,515.66,188.78,NULL,2.0,1,300.0
8255909800771096,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,56,675,                1.06,              147.09,771.84,771.84,771.84,771.84,771.84,136.45,NULL,2.0,1,100.0
8255909800771096,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,56,675,                1.06,              147.09,771.84,771.84,771.84,771.84,771.84,136.45,NULL,2.0,1,400.0
8255909800771146,UNRESOLVED,1,AT 200,2_Star,Standard Billing,Video Only,0, NA,94,605,                 .54,              833.92,1326.85,1326.85,1326.85,1326.85,1326.85,290.6,NULL,4.0,4,700.0
8255909800771872,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,1, NA,85,575,                 .61,              365.68,924.75,924.75,924.75,924.75,924.75,288.6,NULL,1.0,1,400.0
8255909800773415,RETURNED,0,UNKNOWN,3_Star,Standard Billing,NOT AVAILABLE,0, NA,4463,0,                1.00,              132.75,377.27,377.27,377.27,377.27,377.27,21.7,NULL,0.0,2,400.0
8255909800775667,RETURNED,2,Latino Plus,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,223,605,                 .10,               45.00,443.96,443.96,443.96,443.96,443.96,158.92,NULL,2.0,2,500.0
8255909800776970,RETURNED,2,AT 120+,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,179,615,                 .60,               21.01,145.84,145.84,145.84,145.84,145.84,185.11,NULL,1.0,1,400.0
8255909800779396,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,505,0,                 .08,               13.12,451.84,293.95,139.48,146.16,121.46,NULL,NULL,2.0,1,400.0
8255909800781095,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,462,615,                1.57,             2507.17,390.5,390.5,390.5,390.5,390.5,198.22,NULL,2.0,2,500.0
8255909800782374,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Wildblue with Video ,0, NA,239,665,                 .33,                2.90,1318.09,1318.09,1318.09,1318.09,1318.09,384.49,NULL,2.0,4,870.0
8255909800782382,RETURNED,3,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,697,0,                 .14,               71.24,144.69,144.69,144.69,144.69,144.69,256.68,NULL,3.0,1,200.0
8255909800782648,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,DSL and Telephone with Video,0, NA,1598,605,                1.14,               66.55,607.24,607.24,607.24,607.24,607.24,615.56,NULL,2.0,2,500.0
8255909800784180,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,309,0,                1.22,                9.11,927.57,927.57,927.57,927.57,927.57,213.36,NULL,2.0,2,500.0
8255909800784412,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,73,535,                 .60,                 .00,1333.45,1333.45,1333.45,1333.45,1333.45,222.14,NULL,4.0,1,400.0
8255909800786508,RETURNED,3,AT 120,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,581,655,                 .71,               47.60,0.0,0.0,0.0,0.0,0.0,153.42,NULL,1.0,1,200.0
8255909800787316,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,414,0,                 .08,                 .00,767.01,767.01,767.01,767.01,767.01,310.94,NULL,2.0,2,500.0
8255909800787969,RETURNED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,432,575,                 .81,              129.50,291.31,291.31,291.31,291.31,291.31,205.88,NULL,2.0,1,200.0
8255909800790054,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,69,535,                 .70,               55.00,654.89,654.89,654.89,654.89,654.89,270.17,NULL,3.0,1,400.0
8255909800792126,UNRESOLVED,3,Latino Dos,1_Star,Standard Billing,DSL with Video,0, NA,848,615,                 .60,              127.87,944.09,944.09,944.09,944.09,944.09,465.59,NULL,3.0,2,500.0
8255909800792878,RETURNED,0,Latino Dos,2_Star,Standard Billing,Video Only,0, NA,2,635,                 .59,              304.43,498.23,498.23,498.23,498.23,498.23,498.23,NULL,3.0,3,600.0
8255909800793819,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,513,575,                 .60,                 .00,168.54,168.54,168.54,168.54,168.54,19.17,NULL,4.0,3,600.0
8255909800794304,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,1, NA,403,565,                 .76,               83.19,1182.24,1182.24,1182.24,1182.24,1182.24,275.34,NULL,4.0,4,700.0
8255909800794833,RETURNED,1,AT 120,4_Star,Standard Billing,Video Only,1, NA,848,695,                 .07,                 .00,0.0,0.0,0.0,0.0,0.0,191.04,NULL,2.0,2,500.0
8255909800794858,UNRESOLVED,4,AT 120,1_Star,Standard Billing,Video Only,1, NA,695,555,                 .44,               39.70,631.44,631.44,631.44,631.44,631.44,330.62,NULL,2.0,2,500.0
8255909800797182,RETURNED,1,Welcome Pack,3_Star,Standard Billing,Video Only,1, NA,551,695,                 .25,                 .00,0.0,0.0,0.0,0.0,0.0,63.38,NULL,1.0,1,300.0
8255909800797950,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,207,0,                1.27,              288.50,14.83,14.83,14.83,14.83,14.83,132.8,NULL,2.0,2,500.0
8255909800799881,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,246,0,                 .56,               16.67,531.76,531.76,531.76,531.76,531.76,226.44,NULL,3.0,3,600.0
8255909800800481,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,543,635,                 .43,               78.94,0.0,0.0,0.0,0.0,0.0,281.72,NULL,3.0,3,700.0
8255909800801703,UNRESOLVED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,990,555,                 .65,               20.95,564.43,564.43,564.43,564.43,564.43,214.16,NULL,2.0,2,500.0
8255909800802099,RETURNED,2,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,1, NA,569,635,                 .57,               83.95,154.3,154.3,154.3,154.3,154.3,124.74,NULL,1.0,1,100.0
8255909800802255,RETURNED,2,AT 120,1_Star,Standard Billing,Wildblue with Video ,0, CORE INTERNATIONAL,605,545,                 .63,              106.84,359.02,359.02,359.02,359.02,359.02,426.26,NULL,2.0,3,670.0
8255909800804657,RETURNED,1,Latino Plus,1_Star,Standard Billing,Video Only,0, NA,725,715,                1.00,              352.25,325.32,325.32,325.32,325.32,325.32,209.38,NULL,2.0,2,500.0
8255909800804905,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,400,525,                1.00,                 .00,835.65,835.65,835.65,835.65,835.65,250.3,NULL,2.0,2,500.0
8255909800806249,UNRESOLVED,0,Latino Max,2_Star,Standard Billing,Video Only,0, NA,41,635,                 .73,               54.40,1123.1,1123.1,1123.1,1123.1,584.94,584.94,NULL,3.0,3,600.0
8255909800807460,UNRESOLVED,4,OTHER PROGRAMMING,1_Star,Recurring Credit Card,Video Only,0, NA,507,625,                1.10,              116.71,745.66,745.66,745.66,745.66,745.66,220.41,NULL,2.0,1,400.0
8255909800807627,RETURNED,10,Latino Clasico,1_Star,Standard Billing,Video Only,1, NA,605,0,                 .96,               64.89,221.64,221.64,221.64,221.64,221.64,179.38,NULL,2.0,2,500.0
8255909800808054,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,178,515,                 .22,                 .00,755.24,755.24,755.24,755.24,755.24,277.06,NULL,1.0,1,400.0
8255909800809276,UNRESOLVED,3,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,349,565,                1.11,               11.39,674.12,674.12,674.12,674.12,674.12,303.46,NULL,1.0,1,300.0
8255909800811793,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,400,0,                1.61,              283.67,390.61,390.61,390.61,390.61,390.61,226.41,NULL,2.0,2,500.0
8255909800811819,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,675,615,                1.08,             2918.46,225.97,225.97,225.97,225.97,225.97,150.72,NULL,1.0,1,400.0
8255909800812551,RETURNED,3,AT 200,1_Star,Recurring Credit Card,Video Only,0, NA,726,555,                 .96,             1235.43,93.82,93.82,93.82,93.82,93.82,205.3,NULL,2.0,1,400.0
8255909800814011,RETURNED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,247,635,                 .07,              823.20,471.14,471.14,471.14,471.14,471.14,23.17,NULL,1.0,1,400.0
8255909800814276,UNRESOLVED,3,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,604,0,                 .59,               14.86,498.15,498.15,498.15,498.15,498.15,159.85,NULL,2.0,1,200.0
8255909800816230,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,971,655,                 .64,                 .00,0.0,0.0,0.0,0.0,0.0,68.66,NULL,1.0,1,200.0
8255909800816867,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,270,505,                 .62,               24.02,616.94,616.94,616.94,616.94,616.94,218.84,NULL,1.0,1,300.0
8255909800817162,RETURNED,4,Dish America Gold,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,604,655,                 .41,                 .00,248.74,248.74,248.74,248.74,248.74,270.86,NULL,4.0,3,600.0
8255909800819325,RETURNED,2,AT 120+,1_Star,Standard Billing,Video Only,1, NA,462,635,                 .88,              128.53,0.0,0.0,0.0,0.0,0.0,384.23,NULL,3.0,3,600.0
8255909800820026,RETURNED,4,AT 250,1_Star,Standard Billing,Video Only,1, NA,785,595,                 .89,              358.43,145.88,145.88,145.88,145.88,145.88,214.79,NULL,2.0,2,500.0
8255909800820992,RETURNED,3,AT 250,4_Star,Standard Billing,Video Only,1, NA,1181,705,                 .44,               51.47,0.0,0.0,0.0,0.0,0.0,278.42,NULL,4.0,4,700.0
8255909800821057,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,602,655,                 .44,               92.56,172.85,172.85,172.85,172.85,172.85,28.15,NULL,1.0,1,300.0
8255909800822675,RETURNED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,369,625,                 .78,                 .00,613.72,613.72,613.72,613.72,613.72,309.1,NULL,3.0,3,700.0
8255909800824291,RETURNED,2,Latino Max,1_Star,Standard Billing,Video Only,0, NA,270,0,                 .91,               63.63,0.0,0.0,0.0,0.0,0.0,151.22,NULL,1.0,1,300.0
8255909800825462,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,209,665,                 .95,              126.89,811.77,811.77,811.77,811.77,811.77,187.12,NULL,2.0,1,400.0
8255909800826254,UNRESOLVED,4,Latino Max,1_Star,Standard Billing,Video Only,0, NA,156,0,                 .04,                 .00,1165.66,1165.66,1165.66,1165.66,1165.66,244.34,NULL,3.0,3,600.0
8255909800829308,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,298,685,                 .70,                 .00,0.0,0.0,0.0,0.0,0.0,304.65,NULL,1.0,1,400.0
8255909800830322,UNRESOLVED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,127,645,                 .72,               86.72,1147.2,1147.2,1147.2,1147.2,1147.2,290.7,NULL,1.0,1,400.0
8255909800832203,UNRESOLVED,0,UNKNOWN,1_Star,Standard Billing,NOT AVAILABLE,0, NA,526,625,                1.02,              120.07,1374.32,1374.32,1374.32,1374.32,1374.32,260.95,NULL,0.0,3,600.0
8255909800833060,RETURNED,2,Americas Everything Pack,1_Star,Standard Billing,Video Only,1, NA,599,555,                1.00,               33.37,269.3,269.3,269.3,269.3,269.3,264.86,NULL,1.0,1,200.0
8255909800833821,RETURNED,1,Welcome Pack,2_Star,Standard Billing,Video Only,1, NA,789,645,                 .74,              103.75,98.41,98.41,98.41,98.41,98.41,184.51,NULL,3.0,3,600.0
8255909800834456,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,347,575,                 .61,              235.39,1617.2,1617.2,1617.2,1617.2,1617.2,931.06,NULL,3.0,3,600.0
8255909800834472,RETURNED,2,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,71,645,                 .62,               37.38,0.0,0.0,0.0,630.88,630.88,241.92,NULL,3.0,3,600.0
8255909800836287,RETURNED,4,AT 200,1_Star,Standard Billing,DSL with Video,0, NA,254,535,                 .28,               22.81,667.73,667.73,667.73,667.73,667.73,294.92,NULL,1.0,1,400.0
8255909800838705,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Recurring Credit Card,Video Only,0, NA,299,595,                 .87,               11.10,1069.02,1069.02,1069.02,1069.02,1069.02,239.74,NULL,3.0,1,400.0
8255909800839240,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,771,585,                 .27,               15.01,673.11,673.11,673.11,673.11,155.69,153.77,NULL,3.0,1,400.0
8255909800840396,RETURNED,2,AT 120+,1_Star,Recurring Credit Card,DSL with Video,0, NA,169,555,                1.11,              125.79,839.03,839.03,839.03,839.03,839.03,340.36,NULL,3.0,1,300.0
8255909800842038,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,541,555,                 .41,                 .00,0.0,0.0,0.0,0.0,0.0,433.17,NULL,4.0,4,700.0
8255909800842285,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,116,545,                 .12,                7.75,1105.14,1105.14,1105.14,1105.14,1105.14,219.88,NULL,4.0,1,400.0
8255909800843093,RETURNED,1,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,694,645,                 .81,                 .00,0.0,0.0,42.89,42.89,42.89,88.7,NULL,1.0,1,400.0
8255909800843408,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Wildblue with Video ,0, NA,141,555,                 .23,              165.88,1597.87,1597.87,1597.87,1597.87,1597.87,386.57,NULL,2.0,4,870.0
8255909800843424,UNRESOLVED,2,AT 120+,1_Star,Standard Billing,Video Only,0, NA,298,595,                 .62,                9.62,1127.07,1127.07,1127.07,1127.07,1127.07,314.76,NULL,3.0,1,400.0
8255909800843762,RETURNED,6,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,523,545,                 .08,                 .00,514.1,514.1,514.1,514.1,514.1,331.75,NULL,1.0,1,300.0
8255909800846559,UNRESOLVED,5,AT 250,1_Star,Standard Billing,Video Only,1, NA,555,555,                 .46,              108.15,980.58,980.58,980.58,980.58,980.58,320.31,NULL,3.0,3,600.0
8255909800847136,RETURNED,2,AT 200,2_Star,Standard Billing,Wildblue with Video ,0, NA,178,555,                 .42,               78.28,777.08,777.08,777.08,777.08,777.08,290.4,NULL,4.0,5,970.0
8255909800847540,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,193,565,                1.17,               13.33,1220.9,1220.9,1220.9,1220.9,1220.9,381.62,NULL,3.0,3,600.0
8255909800847672,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,236,575,                 .78,             2423.11,620.1,620.1,620.1,941.95,620.1,310.52,NULL,1.0,1,400.0
8255909800848381,UNRESOLVED,2,AT 250,1_Star,Standard Billing,DSL with Video,0, NA,242,565,                 .70,              180.90,1703.01,1703.01,1703.01,1703.01,1703.01,472.89,NULL,4.0,2,500.0
8255909800848423,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,86,575,                 .23,                 .00,754.75,754.75,754.75,754.75,754.75,133.49,NULL,2.0,1,200.0
8255909800850387,RETURNED,2,Welcome Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,785,635,                 .58,                 .00,0.0,0.0,0.0,0.0,0.0,51.99,NULL,1.0,1,300.0
8255909800852870,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,725,0,                 .64,                5.51,0.0,0.0,0.0,0.0,0.0,203.36,NULL,3.0,3,600.0
8255909800853779,RETURNED,1,AT 120,1_Star,Standard Billing,DSL with Video,0, NA,1090,0,                 .93,               27.70,181.82,181.82,181.82,181.82,181.82,347.34,NULL,4.0,3,700.0
8255909800855295,UNRESOLVED,1,AT 200,2_Star,Standard Billing,Wildblue with Video ,0, NA,114,575,                 .68,               39.65,1877.26,1877.26,1877.26,1877.26,1877.26,384.14,NULL,4.0,6,1070.0
8255909800856921,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,861,705,                 .65,              173.08,368.72,368.72,368.72,368.72,368.72,205.62,NULL,1.0,1,300.0
8255909800858851,RETURNED,1,AT 120,4_Star,Standard Billing,Video Only,1, NA,1152,725,                 .25,                 .00,0.0,0.0,0.0,0.0,0.0,192.96,NULL,2.0,2,500.0
8255909800859487,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,339,615,                 .13,                 .00,930.94,930.94,930.94,930.94,930.94,26.95,NULL,3.0,2,500.0
8255909800863273,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,370,0,                1.26,               76.19,666.86,666.86,666.86,666.86,666.86,234.52,NULL,1.0,1,300.0
