acct_no,equip_status,count_of_latecharge,core_programming,all_star,payment_method,line_of_business,commitment,core_international,tenure,credit_score,trds_mop_equal_2_or_gt_num,tot_amt_now_past_due_amt,bill1,bill2,bill3,bill4,bill5,curr_bal,dish_restart_flag,no_of_receivers,total_devices,total_equip_charge_amt
8255030118005794,RESTARTED,6,AT 120,1_Star,Standard Billing,Video Only,0, NA,1518,555,                 .47,               17.65,514.81,195.95,195.95,251.4,119.7,NULL,NULL,2.0,7,2200.0
8255030118017104,RESTARTED,6,AT 200,4_Star,Standard Billing,Video Only,0, NA,1197,575,                2.67,               45.17,162.59,100.63,215.26,198.26,90.63,NULL,NULL,3.0,5,1000.0
8255030118020009,RESTARTED,0,AT 200,2_Star,Standard Billing,Video Only,0, NA,877,595,                 .67,                 .00,241.96,241.96,241.96,236.96,231.96,410.7,NULL,2.0,2,500.0
8255030118066325,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,1, NA,942,585,                 .82,               29.43,0.0,0.0,0.0,0.0,0.0,303.46,NULL,2.0,1,200.0
8255030118084914,RESTARTED,0,AT 250,5_Star,Standard Billing,Video Only,0, NA,4225,705,                1.12,               91.70,126.42,126.42,126.42,126.42,121.42,-160.23,NULL,2.0,2,500.0
8255030118088584,RESTARTED,0,AT 250,5_Star,Standard Billing,Video Only,0, NA,2347,665,                2.42,               35.42,236.28,236.28,236.28,231.28,226.28,0.0,NULL,2.0,2,300.0
8255030118089731,RESTARTED,0,AT 200,4_Star,Standard Billing,Video Only,0, NA,2604,695,                 .56,              529.03,244.58,230.6,230.6,218.6,103.3,16.6,NULL,1.0,1,300.0
8255030118090275,RESTARTED,0,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,4802,0,                1.90,                8.10,-18.71,-18.71,-18.71,-18.71,98.12,NULL,NULL,2.0,1,300.0
8255030118097460,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,569,515,                 .27,               27.64,951.99,951.99,951.99,951.99,951.99,246.3,NULL,3.0,9,1800.0
8255030118101478,RESTARTED,0,AT 120,4_Star,Standard Billing,Video Only,0, NA,2024,695,                 .25,              227.00,92.84,78.14,163.28,78.14,73.14,NULL,NULL,1.0,1,300.0
8255030118110263,RESTARTED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,167,555,                 .89,               10.80,1184.57,1184.57,1184.57,1184.57,1184.57,357.04,NULL,3.0,3,600.0
8255030118117029,RESTARTED,3,AT 200,4_Star,Standard Billing,Video Only,0, NA,2600,575,                 .62,               93.88,197.26,197.26,197.26,197.26,192.26,16.4,NULL,2.0,4,800.0
8255030118126194,RESTARTED,7,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,2916,695,                1.29,               99.39,54.39,54.39,54.39,54.39,116.28,NULL,NULL,2.0,4,800.0
8255030118138934,RESTARTED,3,Dish America,1_Star,Standard Billing,Video Only,1, NA,1141,565,                 .80,               40.77,206.51,206.51,206.51,206.51,206.51,223.86,NULL,1.0,2,600.0
8255030118151507,RESTARTED,2,AT 120+,4_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,1050,655,                 .72,               29.00,0.0,0.0,0.0,0.0,0.0,49.02,NULL,2.0,1,300.0
8255030118157801,RESTARTED,4,UNKNOWN,1_Star,Standard Billing,Video Only,0, NA,1312,585,                 .86,              204.91,273.72,339.81,300.34,103.38,216.33,NULL,NULL,6.0,2,800.0
8255030118162496,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,1002,555,                 .62,              106.79,157.26,157.26,157.26,157.26,157.26,235.33,NULL,1.0,1,300.0
8255030118164567,RESTARTED,0,AT 250,1_Star,Standard Billing,Video Only,0, NA,429,545,                1.56,              192.56,0.0,0.0,0.0,0.0,0.0,254.4,NULL,2.0,2,500.0
8255030118177064,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,1722,615,                 .86,              149.20,418.15,418.15,418.15,418.15,418.15,210.51,NULL,2.0,1,300.0
8255030118181454,RESTARTED,5,AT 120,1_Star,Standard Billing,Video Only,0, NA,927,0,                 .39,                 .00,371.33,371.33,371.33,371.33,371.33,131.88,NULL,2.0,2,400.0
8255030118185703,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,927,555,                1.75,                 .00,294.76,294.76,294.76,294.76,294.76,233.3,NULL,3.0,3,700.0
8255030118204330,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,714,615,                1.65,              178.04,0.0,0.0,0.0,0.0,0.0,301.12,NULL,4.0,4,700.0
8255030118208349,RESTARTED,0,AT 120,5_Star,Standard Billing,Video Only,0, NA,2969,685,                 .59,              110.80,215.24,215.24,208.25,200.25,195.25,0.0,NULL,2.0,2,500.0
8255030118208547,RESTARTED,1,OTHER PROGRAMMING,4_Star,Standard Billing,Video Only,0, NA,1208,715,                 .52,                5.31,0.0,0.0,0.0,0.0,0.0,-8.08,NULL,2.0,2,400.0
8255030118213687,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,2328,565,                 .73,               29.06,108.73,108.73,108.73,108.73,108.73,202.6,NULL,3.0,3,800.0
8255030118238130,RESTARTED,1,AT 120,3_Star,Standard Billing,Video Only,0, NA,2071,685,                 .39,               53.81,0.0,0.0,0.0,0.0,0.0,-0.61,NULL,1.0,1,300.0
8255030118252271,RESTARTED,5,AT 250,1_Star,Standard Billing,Video Only,0, NA,3780,585,                2.67,               19.47,266.28,266.28,266.28,261.28,256.28,221.24,NULL,3.0,1,100.0
8255030118253980,RESTARTED,0,AT 120+,4_Star,Standard Billing,Video Only,0, NA,5182,0,                 .45,              415.63,83.56,83.56,83.56,83.56,171.12,0.0,NULL,2.0,1,200.0
8255030118266867,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,2354,655,                 .66,               46.38,125.83,125.83,125.83,125.83,125.83,201.72,NULL,2.0,2,100.0
8255030118271578,RESTARTED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,816,575,                 .20,                 .00,567.36,567.36,567.36,567.36,567.36,196.34,NULL,2.0,4,1000.0
8255030118279787,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,1820,635,                 .59,               20.52,207.67,212.53,205.54,200.54,195.54,229.23,NULL,1.0,1,300.0
8255030118290586,RESTARTED,7,AT 200,1_Star,Standard Billing,Video Only,0, NA,2380,585,                 .91,                 .00,279.64,279.64,294.03,154.21,262.64,0.0,NULL,4.0,3,300.0
8255030118293002,RESTARTED,2,OTHER PROGRAMMING,3_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,844,535,                 .66,               31.42,318.86,318.86,318.86,318.86,318.86,28.4,NULL,2.0,1,300.0
8255030118303488,RESTARTED,1,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,3428,665,                 .67,                5.75,28.0,28.0,28.0,28.0,28.0,63.23,NULL,1.0,1,100.0
8255030118314675,RESTARTED,10,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,2176,565,                1.27,              162.92,382.78,382.78,382.78,382.78,382.78,592.21,NULL,1.0,2,400.0
8255030118320821,RESTARTED,0,AT 120,1_Star,Standard Billing,Video Only,0, NA,453,625,                1.33,               51.94,359.27,359.27,359.27,359.27,359.27,205.7,NULL,4.0,4,700.0
8255030118346511,RESTARTED,1,AT 120+,4_Star,Standard Billing,Video Only,0, NA,2070,595,                 .64,              204.16,91.14,91.14,227.52,198.77,205.54,270.66,NULL,1.0,1,300.0
8255030118356346,RESTARTED,1,AT 200,3_Star,Standard Billing,Video Only,0, NA,1523,0,                 .33,                 .00,530.16,530.16,530.16,530.16,530.16,272.14,NULL,2.0,1,200.0
8255030118358490,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,3952,0,                 .81,              332.67,66.81,66.81,66.81,66.81,66.81,135.24,NULL,2.0,1,100.0
8255030118374315,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,2245,715,                 .96,              199.80,52.51,52.51,52.51,52.51,52.51,52.51,NULL,1.0,1,200.0
8255030118388943,RESTARTED,2,AT 200,4_Star,Standard Billing,Video Only,0, NA,4033,695,                 .49,                 .00,44.34,226.66,111.52,-11.22,-16.6,60.88,NULL,2.0,2,300.0
8255030118395351,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,944,565,                 .86,              156.35,405.14,274.76,278.75,279.74,270.75,NULL,NULL,4.0,3,1200.0
8255030118401167,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,637,0,                1.54,              372.10,1022.62,1022.62,1022.62,1022.62,1022.62,444.96,NULL,5.0,1,300.0
8255030118407982,RESTARTED,1,Welcome Pack,2_Star,Standard Billing,Video Only,1, NA,2570,625,                 .80,               12.45,-185.44,-205.95,28.99,0.48,-28.03,61.96,NULL,1.0,1,200.0
8255030118415894,RESTARTED,5,Dish America,1_Star,Standard Billing,Video Only,0, NA,3299,705,                1.01,               59.33,122.02,122.02,146.7,141.7,129.7,NULL,NULL,1.0,3,900.0
8255030118417536,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,1620,635,                1.00,                 .00,0.0,0.0,76.0,76.0,71.77,NULL,NULL,1.0,2,600.0
8255030118427360,RESTARTED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,612,585,                 .74,              369.43,208.13,208.13,208.13,208.13,208.13,184.24,NULL,1.0,1,200.0
8255030118438375,RESTARTED,0,UNKNOWN,5_Star,Standard Billing,Video Only,0, NA,5205,0,                 .59,               10.70,100.17,100.17,100.17,214.34,269.19,0.0,NULL,4.0,2,200.0
8255030118441239,RESTARTED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,934,675,                 .95,              169.32,225.33,225.33,225.33,225.33,225.33,293.27,NULL,2.0,2,400.0
8255030118446782,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,1398,635,                1.08,              199.22,0.0,0.0,0.0,0.0,0.0,-30.64,NULL,2.0,2,500.0
8255030118464892,RESTARTED,5,AT 120,1_Star,Standard Billing,Video Only,0, NA,1432,645,                1.28,               35.65,308.3,384.81,281.59,217.12,133.47,NULL,NULL,2.0,5,1000.0
8255030118473448,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,404,515,                1.06,                 .00,1035.23,1035.23,1035.23,1035.23,1035.23,271.28,NULL,4.0,2,800.0
8255030118476235,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,718,525,                 .94,               87.20,655.43,655.43,655.43,655.43,655.43,306.08,NULL,3.0,2,400.0
8255030118492323,RESTARTED,5,AT 250,1_Star,Standard Billing,Video Only,0, NA,2948,715,                1.19,               59.04,266.84,266.84,266.84,261.84,256.84,146.78,NULL,6.0,4,400.0
8255030118498056,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,242,545,                1.20,              406.32,524.46,524.46,524.46,524.46,524.46,343.88,NULL,3.0,3,600.0
8255030118505173,RESTARTED,4,Dish America,4_Star,Standard Billing,Video Only,0, NA,1475,655,                 .65,               11.92,341.58,341.58,341.58,341.58,341.58,77.29,NULL,2.0,2,400.0
8255030118510777,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,388,615,                 .72,               42.06,696.63,696.63,696.63,696.63,696.63,478.12,NULL,2.0,4,1000.0
8255030118514506,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,1977,0,                 .58,               13.42,248.42,251.05,356.31,229.47,360.26,267.98,NULL,3.0,2,600.0
8255030118538869,RESTARTED,0,AT 200,1_Star,Standard Billing,Video Only,0, NA,311,525,                1.23,              163.88,633.19,633.19,633.19,633.19,633.19,109.81,NULL,1.0,2,600.0
8255030118550591,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,1726,0,                1.95,              241.95,146.44,114.35,114.35,114.35,109.35,351.59,NULL,1.0,2,600.0
8255030118560400,RESTARTED,3,Americas Everything Pack,5_Star,Standard Billing,Video Only,0, NA,2688,625,                1.45,               67.02,374.22,183.61,559.83,376.22,369.83,0.0,NULL,3.0,3,700.0
8255030118565490,RESTARTED,0,AT 200,4_Star,Standard Billing,Video Only,0, NA,2114,585,                1.03,              151.73,264.85,123.12,96.24,-26.88,243.24,21.4,NULL,2.0,2,500.0
8255030118569468,RESTARTED,0,AT 200,2_Star,Standard Billing,Video Only,0, NA,960,555,                 .25,               30.00,0.0,0.0,0.0,0.0,0.0,60.11,NULL,3.0,3,600.0
8255030118624859,RESTARTED,0,AT 120,1_Star,Standard Billing,Video Only,0, NA,281,625,                1.06,               21.88,250.12,250.12,250.12,250.12,250.12,250.12,NULL,3.0,3,600.0
8255030118628868,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,227,535,                 .88,                7.05,520.44,520.44,520.44,520.44,520.44,362.08,NULL,1.0,1,200.0
8255030118630294,RESTARTED,1,OTHER PROGRAMMING,3_Star,Standard Billing,Video Only,0, NA,1101,685,                1.26,                6.97,17.57,17.57,17.57,17.57,17.57,23.34,NULL,2.0,1,100.0
8255030118633710,RESTARTED,0,AT 120,1_Star,Standard Billing,Video Only,0, NA,1206,525,                 .81,              164.66,200.52,200.89,200.89,195.52,180.89,NULL,NULL,3.0,1,200.0
8255030118636010,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,2514,635,                 .63,              315.62,254.98,254.98,254.98,254.98,254.98,223.6,NULL,2.0,2,200.0
8255030118642364,RESTARTED,3,AT 200,1_Star,Standard Billing,Video Only,1, NA,880,625,                 .75,               44.05,568.38,568.38,568.38,568.38,568.38,193.66,NULL,2.0,2,500.0
8255030118650870,RESTARTED,6,AT 250,1_Star,Standard Billing,Video Only,0, NA,1014,565,                 .91,               68.71,432.6,432.6,274.24,274.24,418.89,NULL,NULL,2.0,8,1600.0
8255030118654609,RESTARTED,0,AT 200,3_Star,Standard Billing,Video Only,0, NA,3109,555,                1.28,              348.64,109.12,109.12,109.12,109.12,238.87,0.0,NULL,4.0,2,200.0
8255030118669466,RESTARTED,2,AT 200,3_Star,Standard Billing,Video Only,0, NA,1893,555,                1.88,               39.44,128.96,128.96,128.96,128.96,268.91,236.86,NULL,4.0,4,700.0
8255030118678368,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,842,575,                 .78,              200.22,263.12,263.12,263.12,263.12,263.12,189.46,NULL,2.0,2,400.0
8255030118728122,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,1836,555,                 .60,                7.21,266.57,266.57,256.34,252.87,264.4,227.83,NULL,3.0,6,1200.0
8255030118751843,RESTARTED,9,OTHER PROGRAMMING,3_Star,Standard Billing,Video Only,0, NA,1330,605,                1.08,                3.46,145.06,145.06,145.06,145.06,145.06,211.4,NULL,2.0,2,500.0
8255030118754896,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,422,555,                 .96,               39.30,1189.35,1189.35,1189.35,1189.35,1189.35,468.42,NULL,4.0,1,400.0
8255030118790056,RESTARTED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,347,595,                1.17,                2.88,17.17,17.17,17.17,17.17,17.17,337.17,NULL,1.0,1,300.0
8255030118794983,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,487,605,                 .84,               49.85,0.0,0.0,0.0,0.0,0.0,185.85,NULL,1.0,1,300.0
8255030118802075,RESTARTED,0,Welcome Pack,3_Star,Standard Billing,Video Only,0, NA,1472,565,                 .41,              132.47,80.7,90.33,90.33,80.7,80.7,0.0,NULL,1.0,1,400.0
8255030118820374,RESTARTED,0,AT 200,1_Star,Standard Billing,Video Only,0, NA,1273,575,                 .67,               54.51,250.52,250.89,250.89,245.52,240.52,0.0,NULL,2.0,1,300.0
8255030118827569,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,1138,665,                1.65,               52.48,0.0,0.0,0.0,0.0,0.0,51.93,NULL,2.0,2,500.0
8255030118848516,RESTARTED,2,AT 120+,1_Star,Standard Billing,Video Only,0, NA,220,555,                1.81,              152.44,812.04,812.04,812.04,812.04,812.04,186.92,NULL,1.0,1,400.0
8255030118866997,RESTARTED,0,AT 120,5_Star,Standard Billing,Video Only,0, NA,2805,705,                1.05,             2450.12,200.24,200.24,200.24,195.24,190.24,0.0,NULL,2.0,2,500.0
8255030118871823,RESTARTED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,1534,685,                 .59,               55.90,687.26,687.26,687.26,687.26,687.26,393.65,NULL,3.0,2,500.0
8255030118880824,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,477,615,                 .67,                 .00,757.14,757.14,757.14,757.14,757.14,211.9,NULL,2.0,2,500.0
8255030118883562,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,641,535,                 .78,               23.36,378.9,378.9,378.9,378.9,378.9,299.9,NULL,2.0,2,500.0
8255030118883885,RESTARTED,2,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,1376,655,                 .90,              133.29,0.0,0.0,0.0,0.0,0.0,53.21,NULL,1.0,1,200.0
8255030118890948,RESTARTED,5,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,1441,585,                1.50,               19.17,237.65,237.65,237.65,237.65,237.65,306.76,NULL,1.0,2,400.0
8255030118897448,RESTARTED,1,OTHER PROGRAMMING,4_Star,Standard Billing,Video Only,0, NA,4022,575,                 .43,                 .75,114.99,114.99,114.99,114.99,114.99,NULL,NULL,2.0,2,600.0
8255030118899584,RESTARTED,4,Welcome Pack,1_Star,Standard Billing,Video Only,1, NA,1764,675,                 .75,                 .00,306.39,306.39,306.39,306.39,306.39,62.94,NULL,1.0,2,600.0
8255030118920562,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,2319,585,                 .94,              545.56,444.07,444.07,444.07,444.07,444.07,72.78,NULL,3.0,2,500.0
8255030118925660,RESTARTED,4,AT 120,1_Star,Standard Billing,Wildblue with Video ,0, NA,755,575,                 .56,                4.71,0.0,0.0,0.0,0.0,0.0,297.6,NULL,2.0,6,1170.0
8255030118934985,RESTARTED,1,Smart Pack,3_Star,Standard Billing,Video Only,0, NA,2186,625,                1.31,               21.02,0.0,0.0,0.0,0.0,0.0,-45.2,NULL,1.0,1,200.0
8255030118936816,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,3619,595,                 .65,               53.15,556.78,556.78,556.78,556.78,556.78,230.86,NULL,2.0,1,300.0
8255030118936899,RESTARTED,0,UNKNOWN,1_Star,Standard Billing,Video Only,0, NA,2788,625,                1.26,               30.05,260.89,260.89,244.26,118.63,0.0,0.0,NULL,3.0,3,600.0
8255030118946815,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,3062,605,                1.13,               14.46,248.28,248.28,248.28,243.28,238.28,268.58,NULL,3.0,1,100.0
8255030118947128,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,691,595,                 .53,               10.08,244.9,244.9,244.9,244.9,244.9,320.69,NULL,2.0,2,500.0
8255030118955097,RESTARTED,3,UNKNOWN,4_Star,Standard Billing,Video Only,0, NA,1388,685,                 .41,                 .00,247.36,247.36,247.36,242.36,246.99,216.4,NULL,3.0,3,600.0
8255030118960774,RESTARTED,0,AT 250,5_Star,Standard Billing,Video Only,0, NA,3502,555,                 .89,               19.17,448.58,458.09,453.8,449.51,441.23,0.0,NULL,7.0,6,1200.0
8255030118972431,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,655,605,                 .69,               77.21,529.71,529.71,529.71,529.71,529.71,145.99,NULL,2.0,2,600.0
8255030118983065,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,575,595,                1.35,              212.00,295.76,295.76,295.76,295.76,295.76,274.54,NULL,3.0,3,600.0
8255030118984733,RESTARTED,3,UNKNOWN,1_Star,Standard Billing,Video Only,0, NA,5029,0,                 .46,               51.88,144.4,68.7,36.58,100.34,100.34,140.88,NULL,3.0,7,1600.0
8255030118989260,RESTARTED,5,UNKNOWN,1_Star,Standard Billing,Video Only,1, NA,2333,575,                 .84,              167.34,243.58,158.33,75.71,90.09,155.55,182.24,NULL,3.0,2,200.0
8255030119000497,RESTARTED,0,AT 250,1_Star,Standard Billing,Video Only,0, NA,2374,575,                 .84,                 .00,57.58,57.58,57.58,57.58,57.58,120.09,NULL,2.0,2,200.0
8255030119013961,RESTARTED,0,AT 120,3_Star,Standard Billing,Video Only,0, NA,649,645,                 .95,                6.88,0.0,0.0,0.0,0.0,0.0,64.24,NULL,6.0,6,1200.0
8255030119020248,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,857,595,                 .65,               41.17,435.16,435.16,435.16,435.16,435.16,159.7,NULL,1.0,2,800.0
8255030119030908,RESTARTED,1,Welcome Pack,4_Star,Recurring Credit Card,Video Only,0, NA,5121,0,                1.06,               83.25,48.88,115.34,120.72,156.17,136.23,160.59,NULL,2.0,1,300.0
8255030119051482,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,545,585,                1.36,              128.79,510.58,510.58,510.58,1041.3,1041.3,243.97,NULL,3.0,2,800.0
8255030119059519,RESTARTED,3,AT 200,5_Star,Standard Billing,Video Only,0, NA,2859,675,                 .80,               63.53,25.88,96.55,147.95,151.62,138.31,NULL,NULL,2.0,2,400.0
8255030119062687,RESTARTED,0,AT 250,1_Star,Standard Billing,Video Only,0, NA,924,575,NULL,NULL,675.87,675.87,197.58,197.58,287.68,NULL,NULL,2.0,2,600.0
8255030119066712,RESTARTED,0,AT 250,4_Star,Standard Billing,Video Only,0, NA,2707,665,                 .78,               72.36,95.65,95.65,95.65,95.65,90.65,0.0,NULL,1.0,1,200.0
8255030119085506,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,3041,565,                 .56,                8.78,166.68,166.68,166.68,166.68,166.68,302.89,NULL,5.0,4,700.0
8255030119101543,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,959,665,                1.87,              101.31,220.64,220.64,220.64,220.64,220.64,141.24,NULL,1.0,1,200.0
8255030119105932,RESTARTED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,776,0,                1.06,               33.50,178.07,178.07,178.07,178.07,178.07,206.22,NULL,1.0,1,300.0
8255030119117366,RESTARTED,1,Dish America,1_Star,Standard Billing,Video Only,0, NA,1733,715,                 .83,              503.15,175.06,175.06,175.06,175.06,175.06,225.83,NULL,1.0,1,300.0
8255030119124628,RESTARTED,7,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,3815,715,                 .41,               39.41,190.55,190.55,190.55,190.55,190.55,297.67,NULL,2.0,1,300.0
8255030119151795,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,1579,555,                 .50,               40.55,356.37,356.37,356.37,356.37,356.37,166.22,NULL,1.0,2,600.0
8255030119164079,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,2010,565,                1.09,              143.70,265.68,265.68,265.68,260.68,255.68,239.2,NULL,7.0,4,1000.0
8255030119165381,RESTARTED,4,AT 200,3_Star,Standard Billing,Video Only,0, NA,2756,615,                 .72,               14.11,314.21,210.93,280.58,265.58,171.3,151.24,NULL,2.0,3,600.0
8255030119170720,RESTARTED,3,AT 120+,1_Star,Standard Billing,Video Only,0, NA,877,615,                 .75,               73.91,822.99,822.99,822.99,822.99,822.99,249.5,NULL,3.0,3,600.0
8255030119170779,RESTARTED,2,AT 120+,4_Star,Standard Billing,Video Only,0, NA,3921,555,                 .55,               16.71,149.58,149.58,149.58,149.58,149.58,205.48,NULL,1.0,1,300.0
8255030119191460,RESTARTED,0,AT 200,1_Star,Standard Billing,Video Only,0, NA,1176,595,                 .17,                 .00,397.44,397.44,397.44,399.43,394.43,341.2,NULL,4.0,2,500.0
8255030119195651,RESTARTED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,576,555,                1.56,                 .00,545.22,545.22,545.22,545.22,545.22,225.39,NULL,1.0,1,300.0
8255030119198630,RESTARTED,0,AT 120,4_Star,EFT,Video Only,0, NA,1121,585,                1.09,               47.04,-160.06,0.0,160.06,160.06,155.06,NULL,NULL,3.0,3,600.0
8255030119208306,RESTARTED,0,AT 200,5_Star,Standard Billing,Video Only,0, NA,1629,575,                 .80,              159.84,274.93,302.91,316.9,297.91,264.93,0.0,NULL,3.0,3,600.0
8255030119223735,RESTARTED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,1934,555,                1.50,               42.00,250.57,250.57,266.19,280.17,269.18,215.7,NULL,3.0,2,500.0
8255030119238576,RESTARTED,3,AT 250,1_Star,Standard Billing,Video Only,0, NA,594,515,                1.21,              191.62,785.53,785.53,785.53,785.53,785.53,455.03,NULL,3.0,4,1000.0
8255030119242214,RESTARTED,0,AT 120,4_Star,Standard Billing,Video Only,0, NA,2388,555,                 .83,               98.55,195.48,195.48,138.22,190.48,178.48,10.8,NULL,1.0,1,200.0
8255030119259358,RESTARTED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,169,555,                 .94,             1086.96,466.09,466.09,466.09,466.09,466.09,79.22,NULL,2.0,2,400.0
8255030119263699,RESTARTED,5,AT 200,4_Star,Standard Billing,Video Only,0, NA,1592,0,                1.17,               26.67,261.22,261.22,261.22,256.22,251.22,0.0,NULL,2.0,4,700.0
8255030119285775,RESTARTED,4,UNKNOWN,3_Star,Standard Billing,Video Only,0, NA,4474,725,                 .39,                7.56,105.3,101.19,48.54,70.65,65.65,0.0,NULL,1.0,2,200.0
8255030119295204,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,332,515,                 .72,              153.73,330.22,330.22,330.22,330.22,330.22,339.88,NULL,3.0,2,500.0
8255030119320150,RESTARTED,2,AT 120+,4_Star,Standard Billing,Video Only,0, NA,2343,685,                 .52,               53.98,181.3,181.3,181.3,176.3,171.3,139.24,NULL,1.0,1,200.0
8255030119326744,RESTARTED,5,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,3282,695,                 .73,               77.91,160.77,334.52,221.26,209.26,98.63,0.0,NULL,3.0,2,200.0
8255030119339895,RESTARTED,1,Smart Pack,3_Star,Standard Billing,Video Only,0, NA,4347,685,                 .76,               29.51,66.14,58.14,123.28,58.14,43.14,0.0,NULL,1.0,2,200.0
8255030119352617,RESTARTED,0,Welcome Pack,3_Star,EFT,Video Only,0, NA,5338,0,                 .55,               86.49,53.35,53.35,53.35,53.35,53.35,165.7,NULL,1.0,1,400.0
8255030119353664,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,2906,565,                 .62,               20.95,216.28,216.28,216.28,204.28,302.42,196.22,NULL,1.0,1,100.0
8255030119358572,RESTARTED,4,Americas Everything Pack,5_Star,Standard Billing,Video Only,0, NA,1950,555,                 .93,                 .00,192.23,398.46,398.46,392.89,380.32,355.72,NULL,2.0,2,500.0
8255030119358705,RESTARTED,0,AT 120,2_Star,Standard Billing,Video Only,0, NA,411,525,                 .80,               59.08,0.0,0.0,0.0,0.0,0.0,0.0,NULL,2.0,1,400.0
8255030119368126,RESTARTED,1,AT 120,4_Star,Standard Billing,Video Only,0, NA,1903,655,                 .62,               12.43,87.98,196.94,94.97,94.97,179.95,130.9,NULL,1.0,1,300.0
8255030119372920,RESTARTED,3,AT 200,3_Star,Standard Billing,Video Only,0, NA,5651,0,                 .51,               61.94,85.65,85.65,85.65,85.65,175.3,242.86,NULL,1.0,1,100.0
8255030119400366,RESTARTED,4,AT 250,1_Star,Standard Billing,Video Only,0, NA,2644,575,                 .21,                 .00,272.8,272.8,256.08,124.54,352.58,207.83,NULL,1.0,2,600.0
